Entidad Federativa,Año,Producto Interno Bruto                       (Miles de pesos),"Gasto Total en Salud
(I.1 + I.2)","I.1 Gasto Público Total en Salud
(Miles de pesos)
(1 + 2)","1. Gasto Total 
(A+B+C+D+E+F) con SS","A. Advo. Secretaria de Salud
(Ramo 12)",B. FASSA (Ramo 33),"C. IMSS 
Prospera","D. SEDENA
(Ramo 7)","E. SEMAR
(Ramo 13)","F. Gasto 
Estatal","2. Gasto Total
(A+B+C+D+E) sin SS",A. IMSS,B. ISSSTE,C. PEMEX,D. ISSFAM,E. ISSES,"I.2 Gasto Privado Total en Salud
(Miles de pesos constantes)
(A + B + C)",A. Gasto de los Hogares e ISFL,B. Cuotas de Recuperación,C. Pago de Primas,Gasto  público total en salud como % del PIB,Gasto total en salud como % del PIB,Gasto público total en salud como % del gasto total en salud,Gasto público total en salud como % del gasto público total,Gasto público en salud per cápita para población con seguridad social,Gasto público en salud per cápita para población sin seguridad social ,Gasto público en salud per cápita total,Aportación federal al financiamiento de la salud de la población sin seguridad social (%),Gasto privado en salud per cápita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puebla,2000,374841901.12,n.d.,8165851.86,2649474.51,842657.99,1498064.62,n.d.,n.d.,n.d.,308751.90,5516377.35,4955480.96,429117.91,131778.48,n.d.,n.d.,n.d.,n.d.,n.d.,255057.78,2.2,n.d.,n.d.,17.9,3199.48,751.43,1555.39,88.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Querétaro de Arteaga,2000,172676014.52,n.d.,3218766.36,974054.94,69815.93,840236.24,n.d.,n.d.,n.d.,64002.76,2244711.43,2039435.77,185891.42,19384.24,n.d.,n.d.,n.d.,n.d.,n.d.,87929.55,1.9,n.d.,n.d.,12.8,2669.34,1365.00,2070.59,93.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quintana Roo,2000,139546763.47,n.d.,2803054.25,916635.08,34579.49,744832.13,n.d.,n.d.,n.d.,137223.46,1886419.17,1690720.33,195698.84,,n.d.,n.d.,n.d.,n.d.,n.d.,30883.49,2.0,n.d.,n.d.,21.5,3604.00,2206.70,2985.75,85.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Potosí,2000,171552280.05,n.d.,4719889.42,1588769.75,532005.15,935640.36,n.d.,n.d.,n.d.,121124.24,3131119.66,2677159.28,337786.97,116173.41,n.d.,n.d.,n.d.,n.d.,n.d.,60845.38,2.8,n.d.,n.d.,16.4,2921.55,1204.91,1974.59,92.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinaloa,2000,193148301.61,n.d.,6731859.76,1797823.93,352383.00,1085246.81,n.d.,n.d.,n.d.,360194.12,4934035.83,4289173.02,594724.25,50138.56,n.d.,n.d.,n.d.,n.d.,n.d.,40114.59,3.5,n.d.,n.d.,16.9,3081.75,1918.88,2652.47,80.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonora,2000,266534877.20,n.d.,7401274.30,2212939.70,34519.49,1308856.46,n.d.,n.d.,n.d.,869563.75,5188334.60,4644168.73,479436.28,64729.59,n.d.,n.d.,n.d.,n.d.,n.d.,430131.73,2.8,n.d.,n.d.,18.6,3413.29,2874.12,3232.02,60.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabasco,2000,120540703.62,n.d.,6138259.96,2923848.10,98490.25,1205652.01,n.d.,n.d.,n.d.,1619705.85,3214411.86,1828020.85,240695.38,1145695.62,n.d.,n.d.,n.d.,n.d.,n.d.,35884.25,5.1,n.d.,n.d.,14.4,4172.52,2425.34,3106.55,44.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamaulipas,2000,308621452.64,n.d.,8207908.05,2179005.99,209695.05,1677072.34,n.d.,n.d.,n.d.,292238.61,6028902.06,4139783.17,764039.96,1125078.93,n.d.,n.d.,n.d.,n.d.,n.d.,213389.22,2.7,n.d.,n.d.,14.8,3567.57,1979.57,2941.21,86.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tlaxcala,2000,53024817.27,n.d.,1785581.58,702611.67,21440.92,627427.06,n.d.,n.d.,n.d.,53743.68,1082969.91,957744.51,122607.29,2618.11,n.d.,n.d.,n.d.,n.d.,n.d.,1442.60,3.4,n.d.,n.d.,17.3,2753.54,1136.11,1764.88,92.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veracruz de Ignacio de la Llave,2000,396508493.73,n.d.,14560975.16,4177867.28,1117795.50,2315299.87,n.d.,n.d.,n.d.,744771.91,10383107.88,7681099.13,763951.95,1938056.80,n.d.,n.d.,n.d.,n.d.,n.d.,55385.77,3.7,n.d.,n.d.,12.5,3674.92,947.96,2013.23,82.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yucatán,2000,138467114.89,n.d.,5192722.63,1426721.78,353622.87,992242.80,n.d.,n.d.,n.d.,80856.11,3766000.85,3375251.39,359727.52,31021.94,n.d.,n.d.,n.d.,n.d.,n.d.,181593.03,3.8,n.d.,n.d.,18.0,4014.99,1821.38,3016.73,94.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zacatecas,2000,71722591.81,n.d.,2589066.76,1144424.25,441741.93,648627.98,n.d.,n.d.,n.d.,54054.33,1444642.52,1217554.12,221651.16,5437.23,n.d.,n.d.,n.d.,n.d.,n.d.,5887.99,3.6,n.d.,n.d.,15.2,2617.97,1321.66,1826.22,95.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,2001,11130150974.26,705859980.35,297320113.48,98454573.26,34701722.19,49370886.99,n.d.,n.d.,n.d.,14381964.08,198865540.22,161467111.38,27498538.85,9899889.99,n.d.,n.d.,408539866.87,385633492.86,4535439.68,18370934.32,2.7,6.3,42.1,16.6,4046.21,1858.57,2911.41,85.4,4000.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,2001,126886465.69,n.d.,3351501.43,1186560.44,149881.24,766921.78,n.d.,n.d.,n.d.,269757.42,2164940.99,1949930.05,203352.26,11658.68,n.d.,n.d.,n.d.,n.d.,47970.44,55904.60,2.6,n.d.,n.d.,18.6,3351.52,3125.77,3267.96,77.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,2001,351724058.88,n.d.,7582201.97,1465436.26,382945.12,1082491.14,n.d.,n.d.,n.d.,,6116765.71,5590326.16,491306.25,35133.30,n.d.,n.d.,n.d.,n.d.,74794.30,296961.62,2.2,n.d.,n.d.,18.3,3610.75,1570.13,2885.85,100.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,2001,58769314.76,n.d.,2426404.82,732855.23,118176.99,550326.80,n.d.,n.d.,n.d.,64351.43,1693549.59,1363134.76,324394.26,6020.57,n.d.,n.d.,n.d.,n.d.,51851.47,7414.38,4.1,n.d.,n.d.,20.1,5159.53,4822.91,5053.01,91.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,2001,120897082.81,n.d.,2824872.31,1215936.78,337375.89,750264.16,n.d.,n.d.,n.d.,128296.72,1608935.53,1032749.26,188301.99,387884.28,n.d.,n.d.,n.d.,n.d.,30585.04,3630.48,2.3,n.d.,n.d.,7.0,4844.90,3183.74,3956.36,89.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coahuila de Zaragoza,2001,312463593.32,n.d.,8712490.92,1695643.35,500425.13,966237.08,n.d.,n.d.,n.d.,228981.14,7016847.56,6431662.09,550831.42,34354.05,n.d.,n.d.,n.d.,n.d.,88081.75,205996.47,2.8,n.d.,n.d.,22.5,3765.66,2975.51,3580.61,86.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,2001,53934939.56,n.d.,1991349.27,689729.18,116530.31,550121.05,n.d.,n.d.,n.d.,23077.82,1301620.09,1092948.58,193470.22,15201.29,n.d.,n.d.,n.d.,n.d.,25715.13,14499.00,3.7,n.d.,n.d.,11.1,4021.55,2943.69,3568.93,96.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiapas,2001,166087168.14,n.d.,7049966.67,4546901.92,2240558.74,2258812.49,n.d.,n.d.,n.d.,47530.69,2503064.75,1924583.78,502158.25,76322.72,n.d.,n.d.,n.d.,n.d.,48515.22,8499.89,4.2,n.d.,n.d.,12.9,2631.01,1382.68,1662.79,99.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chihuahua,2001,446423580.61,n.d.,9170820.40,2123183.04,785021.87,1326630.02,n.d.,n.d.,n.d.,11531.15,7047637.36,6387267.24,562241.49,98128.62,n.d.,n.d.,n.d.,n.d.,91372.70,661050.55,2.1,n.d.,n.d.,20.1,3561.86,1984.19,3008.12,99.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distrito Federal,2001,2253683078.49,n.d.,70579830.48,15755490.01,7660835.48,2804347.79,n.d.,n.d.,n.d.,5290306.75,54824340.47,37084995.90,15409812.99,2329531.58,n.d.,n.d.,n.d.,n.d.,164016.88,9812698.95,3.1,n.d.,n.d.,15.0,9969.87,4550.81,7876.22,66.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,2001,127540423.02,n.d.,4625999.34,1800575.72,737685.48,1031951.03,n.d.,n.d.,n.d.,30939.21,2825423.62,2334485.53,452328.32,38609.77,n.d.,n.d.,n.d.,n.d.,96991.06,17961.33,3.6,n.d.,n.d.,5.3,3330.07,2714.35,3059.90,98.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guanajuato,2001,344491861.86,n.d.,9546280.41,3181343.03,700550.58,1850925.82,n.d.,n.d.,n.d.,629866.63,6364937.37,5430603.53,416095.73,518238.12,n.d.,n.d.,n.d.,n.d.,331919.66,169921.14,2.8,n.d.,n.d.,20.7,2996.95,1044.18,1846.29,80.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerrero,2001,179499744.79,n.d.,6231403.01,3396376.93,900305.08,2457053.69,n.d.,n.d.,n.d.,39018.16,2835026.08,2148113.43,673470.05,13442.61,n.d.,n.d.,n.d.,n.d.,167244.19,14920.47,3.5,n.d.,n.d.,13.3,3277.84,1429.68,1922.96,98.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidalgo,2001,131114226.60,n.d.,5171733.64,2702059.16,1293878.46,1337618.37,n.d.,n.d.,n.d.,70562.33,2469674.48,1941746.77,326876.74,201050.97,n.d.,n.d.,n.d.,n.d.,136689.69,32435.38,3.9,n.d.,n.d.,12.7,2900.64,1735.38,2147.31,97.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalisco,2001,663369362.12,n.d.,18470076.26,5931051.28,700429.60,3242962.88,n.d.,n.d.,n.d.,1987658.80,12539024.98,12230565.83,222044.44,86414.70,n.d.,n.d.,n.d.,n.d.,109153.88,1085175.49,2.8,n.d.,n.d.,30.4,3590.58,1913.13,2801.73,66.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
México,2001,1011027990.85,n.d.,24426841.14,10798876.66,4734399.47,5774224.06,n.d.,n.d.,n.d.,290253.13,13627964.48,13054094.82,521321.53,52548.13,n.d.,n.d.,n.d.,n.d.,127242.94,817541.99,2.4,n.d.,n.d.,24.9,2079.97,1625.53,1851.17,97.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michoacán de Ocampo,2001,222770011.67,n.d.,7196436.15,3146789.65,1310063.62,1738134.61,n.d.,n.d.,n.d.,98591.42,4049646.50,3231497.42,793291.88,24857.20,n.d.,n.d.,n.d.,n.d.,187701.24,51337.85,3.2,n.d.,n.d.,18.0,3028.83,1108.09,1722.93,96.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,2001,144219370.45,n.d.,4192655.72,1538036.54,417394.88,919073.44,n.d.,n.d.,n.d.,201568.22,2654619.18,2222772.89,416681.77,15164.52,n.d.,n.d.,n.d.,n.d.,45143.88,119204.84,2.9,n.d.,n.d.,22.0,3787.79,1689.73,2602.41,86.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nayarit,2001,58396373.38,n.d.,2909136.39,1105470.52,317091.69,711622.27,n.d.,n.d.,n.d.,76756.57,1803665.87,1516130.82,282075.39,5459.66,n.d.,n.d.,n.d.,n.d.,68850.36,8732.85,5.0,n.d.,n.d.,20.6,3853.92,2308.26,3072.18,93.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,2001,706163723.41,n.d.,13335412.82,1982235.49,373571.38,1480921.37,n.d.,n.d.,n.d.,127742.73,11353177.33,10821798.55,214350.43,317028.35,n.d.,n.d.,n.d.,n.d.,107825.21,3198522.11,1.9,n.d.,n.d.,22.8,3872.73,1809.69,3311.58,93.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oaxaca,2001,155792542.08,n.d.,6571293.59,4385319.76,2334794.47,1999110.75,n.d.,n.d.,n.d.,51414.54,2185973.83,1610537.35,311810.00,263626.49,n.d.,n.d.,n.d.,n.d.,94537.91,22219.14,4.2,n.d.,n.d.,14.4,2176.78,1640.22,1786.72,98.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puebla,2001,380988035.77,n.d.,9057456.37,3458247.43,1616884.29,1573904.29,n.d.,n.d.,n.d.,267458.86,5599208.94,5275538.71,185089.40,138580.82,n.d.,n.d.,n.d.,n.d.,86725.27,322345.32,2.4,n.d.,n.d.,19.5,3311.00,957.88,1708.48,92.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Querétaro de Arteaga,2001,174209311.60,n.d.,3699824.54,1320045.68,323754.46,925527.45,n.d.,n.d.,n.d.,70763.76,2379778.86,2150267.77,210474.40,19036.68,n.d.,n.d.,n.d.,n.d.,106774.38,131128.38,2.1,n.d.,n.d.,16.0,2818.19,1796.86,2343.03,94.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quintana Roo,2001,155745605.19,n.d.,3088891.29,1115280.71,164037.00,820180.78,n.d.,n.d.,n.d.,131062.93,1973610.57,1748731.14,224879.43,,n.d.,n.d.,n.d.,n.d.,60851.40,48808.22,2.0,n.d.,n.d.,23.9,3631.02,2576.15,3163.34,88.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Potosí,2001,167313320.65,n.d.,5341991.10,1996377.76,879504.32,1007538.50,n.d.,n.d.,n.d.,109334.95,3345613.34,2837427.97,398644.02,109541.35,n.d.,n.d.,n.d.,n.d.,66497.37,57113.27,3.2,n.d.,n.d.,18.1,3134.12,1490.14,2219.18,94.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinaloa,2001,191365628.28,n.d.,7355233.85,2321155.68,670552.30,1214266.36,n.d.,n.d.,n.d.,436337.02,5034078.16,4563178.69,405017.47,65882.00,n.d.,n.d.,n.d.,n.d.,185583.43,52468.78,3.8,n.d.,n.d.,18.1,3182.99,2345.48,2860.64,81.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonora,2001,271048929.47,n.d.,8002445.02,2386363.72,271994.36,1468200.11,n.d.,n.d.,n.d.,646169.25,5616081.30,4989658.22,551517.85,74905.22,n.d.,n.d.,n.d.,n.d.,202903.64,522898.02,3.0,n.d.,n.d.,19.9,3676.37,2972.24,3433.79,72.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabasco,2001,125932903.49,n.d.,6970949.22,3731078.74,420077.68,1418384.94,n.d.,n.d.,n.d.,1892616.12,3239870.48,1688012.99,261362.42,1290495.07,n.d.,n.d.,n.d.,n.d.,122990.04,53952.31,5.5,n.d.,n.d.,15.7,4276.30,2992.41,3477.68,49.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamaulipas,2001,308430666.48,n.d.,9505844.16,2674394.62,517481.65,1780329.67,n.d.,n.d.,n.d.,376583.29,6831449.55,4586209.36,858870.76,1386369.42,n.d.,n.d.,n.d.,n.d.,108472.30,252935.49,3.1,n.d.,n.d.,16.1,3992.84,2343.76,3333.04,85.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tlaxcala,2001,56313241.38,n.d.,2136352.13,933151.27,189674.22,682171.72,n.d.,n.d.,n.d.,61305.33,1203200.87,1053945.33,145899.40,3356.14,n.d.,n.d.,n.d.,n.d.,42436.91,11032.79,3.8,n.d.,n.d.,20.1,3132.53,1450.35,2079.19,93.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veracruz de Ignacio de la Llave,2001,407760422.42,n.d.,17135114.77,5800131.38,2093724.38,3136463.07,n.d.,n.d.,n.d.,569943.93,11334983.39,8230072.14,869848.06,2235063.19,n.d.,n.d.,n.d.,n.d.,244932.73,83257.98,4.2,n.d.,n.d.,14.4,4096.79,1291.51,2360.93,90.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yucatán,2001,146387803.07,n.d.,5517758.43,1821028.26,679651.44,1077351.07,n.d.,n.d.,n.d.,64025.75,3696730.17,3603276.18,54624.00,38829.99,n.d.,n.d.,n.d.,n.d.,40421.21,218307.16,3.8,n.d.,n.d.,18.9,3939.77,2254.41,3160.10,96.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zacatecas,2001,74806609.99,n.d.,3141545.86,1517447.07,762470.63,666818.42,n.d.,n.d.,n.d.,88158.02,1624098.79,1340848.11,276096.20,7154.48,n.d.,n.d.,n.d.,n.d.,39143.13,12058.11,4.2,n.d.,n.d.,16.4,2983.63,1729.14,2209.39,94.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,2002,11351810445.03,739530862.74,306579682.21,103956536.47,36480415.23,49616910.18,n.d.,n.d.,n.d.,17859211.05,202623145.74,164972101.00,27371161.63,10279883.11,n.d.,n.d.,432951180.52,407431023.62,5294857.29,20225299.61,2.7,6.5,41.5,15.7,4145.60,1906.02,2964.47,82.8,4186.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,2002,129803936.87,n.d.,3324829.89,1087257.02,150628.93,776853.25,n.d.,n.d.,n.d.,159774.83,2237572.88,2012054.32,205965.49,19553.07,n.d.,n.d.,n.d.,n.d.,54982.09,77758.55,2.6,n.d.,47.2,18.9,3457.45,2741.39,3185.36,85.3,3525.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,2002,343178078.94,n.d.,7696773.34,1416923.02,309459.62,1091497.26,n.d.,n.d.,n.d.,15966.14,6279850.32,5752234.07,484822.82,42793.43,n.d.,n.d.,n.d.,n.d.,87965.24,346615.92,2.2,n.d.,37.1,21.3,3641.74,1448.17,2847.68,98.9,4863.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,2002,60422534.46,n.d.,2389775.91,675470.35,81756.79,545856.83,n.d.,n.d.,n.d.,47856.72,1714305.56,1379229.27,329032.20,6044.10,n.d.,n.d.,n.d.,n.d.,64581.47,25699.50,4.0,n.d.,48.3,19.5,5118.21,4206.48,4822.74,92.9,5218.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,2002,132794889.69,n.d.,3046501.43,1279198.58,372325.98,765432.09,n.d.,n.d.,n.d.,141440.51,1767302.84,1120997.18,221936.59,424369.07,n.d.,n.d.,n.d.,n.d.,34432.95,10527.23,2.3,n.d.,77.5,6.1,5262.05,3265.87,4187.37,88.9,1369.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coahuila de Zaragoza,2002,335578569.24,n.d.,8737863.13,1615519.31,445078.03,984252.45,n.d.,n.d.,n.d.,186188.83,7122343.82,6538095.58,553211.88,31036.37,n.d.,n.d.,n.d.,n.d.,99435.78,285929.50,2.6,n.d.,57.8,22.4,3811.10,2674.35,3533.41,88.5,2628.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,2002,56723751.97,n.d.,2084221.18,787175.96,142913.78,611607.99,n.d.,n.d.,n.d.,32654.18,1297045.22,1077498.11,198106.38,21440.73,n.d.,n.d.,n.d.,n.d.,34383.71,66342.64,3.7,n.d.,52.9,12.3,4003.86,3246.89,3679.84,95.9,3383.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiapas,2002,175452471.27,n.d.,7819782.45,5225697.64,2501349.39,2347484.15,n.d.,n.d.,n.d.,376864.09,2594084.81,2023604.24,488063.84,82416.73,n.d.,n.d.,n.d.,n.d.,54652.27,82354.04,4.5,n.d.,44.7,15.1,2818.32,1537.64,1810.58,92.8,2404.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chihuahua,2002,441209151.07,n.d.,9573624.45,2379287.89,742529.23,1073908.37,n.d.,n.d.,n.d.,562850.28,7194336.57,6548857.71,567740.03,77738.83,n.d.,n.d.,n.d.,n.d.,124079.34,636572.95,2.2,n.d.,45.3,21.7,3595.53,2149.35,3080.42,76.3,3812.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distrito Federal,2002,2412573054.53,n.d.,70470402.56,15522728.13,7724755.24,2775261.24,n.d.,n.d.,n.d.,5022711.65,54947674.43,39910882.18,12678246.46,2358545.79,n.d.,n.d.,n.d.,n.d.,91224.75,10577050.00,2.9,n.d.,49.3,9.7,10216.23,4317.78,7853.13,67.6,8217.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,2002,130938685.34,n.d.,4728138.38,1887332.96,723712.95,1127687.77,n.d.,n.d.,n.d.,35932.24,2840805.42,2362288.92,431721.54,46794.96,n.d.,n.d.,n.d.,n.d.,103489.08,34403.32,3.6,n.d.,48.8,20.2,3388.83,2745.16,3098.80,98.1,3419.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guanajuato,2002,366062169.76,n.d.,9864275.34,3316586.55,728890.82,1745954.24,n.d.,n.d.,n.d.,841741.49,6547688.78,5415131.77,635569.58,496987.44,n.d.,n.d.,n.d.,n.d.,410222.04,198037.50,2.7,n.d.,45.8,20.7,3084.50,1074.76,1893.84,74.6,2307.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerrero,2002,181970896.40,n.d.,6660841.72,3768272.41,1213241.53,2522847.94,n.d.,n.d.,n.d.,32182.94,2892569.30,2222176.20,657356.30,13036.81,n.d.,n.d.,n.d.,n.d.,208492.63,25302.10,3.7,n.d.,51.2,13.9,3406.63,1564.22,2044.37,99.2,2114.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidalgo,2002,134631189.39,n.d.,5532066.66,2993995.89,1462542.89,1440645.16,n.d.,n.d.,n.d.,90807.84,2538070.77,1971818.35,330040.53,236211.88,n.d.,n.d.,n.d.,n.d.,141089.94,38635.77,4.1,n.d.,54.6,14.9,3047.52,1872.87,2275.22,97.0,2061.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalisco,2002,666467440.51,n.d.,19746368.13,6749383.62,649211.28,3407406.38,n.d.,n.d.,n.d.,2692765.96,12996984.51,12159503.28,757687.11,79794.13,n.d.,n.d.,n.d.,n.d.,118424.42,1174101.96,3.0,n.d.,35.3,35.1,3711.07,2129.52,2959.74,60.1,5488.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
México,2002,1001528795.00,n.d.,23372456.15,10821032.79,4888953.01,5743278.20,n.d.,n.d.,n.d.,188801.57,12551423.37,11928795.75,552135.27,70492.35,n.d.,n.d.,n.d.,n.d.,145817.09,1003618.94,2.3,n.d.,36.9,25.7,1919.54,1563.52,1736.46,98.3,3071.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michoacán de Ocampo,2002,220324403.27,n.d.,7305608.07,3338729.80,1373783.18,1764749.55,n.d.,n.d.,n.d.,200197.07,3966878.27,3163984.10,767697.26,35196.91,n.d.,n.d.,n.d.,n.d.,241729.74,79390.34,3.3,n.d.,30.8,18.8,3035.09,1156.49,1741.94,94.0,4007.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,2002,140977381.79,n.d.,4101896.40,1500305.82,426138.41,907685.31,n.d.,n.d.,n.d.,166482.10,2601590.58,2171747.64,411592.71,18250.22,n.d.,n.d.,n.d.,n.d.,61006.59,118862.48,2.9,n.d.,51.6,19.8,3763.32,1598.97,2517.12,88.9,2438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nayarit,2002,59169539.79,n.d.,2999683.20,1202238.16,349719.30,743717.85,n.d.,n.d.,n.d.,108801.00,1797445.04,1509462.09,282597.78,5385.17,n.d.,n.d.,n.d.,n.d.,74443.99,13964.11,5.1,n.d.,49.4,21.5,3867.00,2436.15,3130.17,91.0,3305.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,2002,741566204.41,n.d.,14350813.00,2068100.44,299005.64,1504008.72,n.d.,n.d.,n.d.,265086.09,12282712.56,11228991.90,676548.88,377171.78,n.d.,n.d.,n.d.,n.d.,126886.02,3281905.85,1.9,n.d.,39.7,26.9,4162.98,1793.65,3497.23,87.2,5346.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oaxaca,2002,161086010.99,n.d.,7359360.20,4825622.51,2500318.42,2109230.58,n.d.,n.d.,n.d.,216073.51,2533737.69,1658035.49,603907.11,271795.09,n.d.,n.d.,n.d.,n.d.,119107.65,14821.25,4.6,n.d.,50.1,15.1,2628.01,1766.17,1990.96,95.5,2167.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puebla,2002,379067245.44,n.d.,9831496.14,3735552.81,1807156.47,1586870.00,n.d.,n.d.,n.d.,341526.35,6095943.33,5385453.85,546156.33,164333.15,n.d.,n.d.,n.d.,n.d.,109033.98,369676.56,2.6,n.d.,43.5,20.8,3666.54,1009.10,1832.71,90.9,2458.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Querétaro de Arteaga,2002,179104526.21,n.d.,3786173.30,1469297.06,407267.99,995221.16,n.d.,n.d.,n.d.,66807.91,2316876.24,2080129.58,211729.97,25016.68,n.d.,n.d.,n.d.,n.d.,135028.90,219156.90,2.1,n.d.,51.2,18.5,2726.80,1938.59,2355.19,95.5,2368.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quintana Roo,2002,159402659.23,n.d.,3147756.35,1143657.17,178076.26,834966.48,n.d.,n.d.,n.d.,130614.44,2004099.18,1770441.33,233657.85,,n.d.,n.d.,n.d.,n.d.,77603.02,75882.29,2.0,n.d.,50.9,25.6,3549.29,2537.80,3100.32,88.6,3060.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
